"Name","GP","MIN","PTS","FGM","FGA","FG.","X3P.Made","X3PA","X3P.","FTM","FTA","FT.","OREB","DREB","REB","AST","STL","BLK","TOV","TARGET_5Yrs","Year_Drafted","Team","Win_Perc","Year_Debut","Round_Drafted_1","Round_Drafted_2","Round_Drafted_3","Round_Drafted_4","Round_Drafted_5","Round_Drafted_6","Round_Drafted_7","Round_Drafted_8","Round_Drafted_10","Round_Drafted_Undrafted","Position_Center","Position_Point guard","Position_Power forward","Position_Shooting guard","Position_Small forward"
"Stephen Curry",80,36.2,17.5,6.6,14.3,46.2,2.1,4.8,43.7,2.2,2.5,88.5,0.6,3.9,4.5,5.9,1.9,0.2,3,1,2009,"Golden State Warriors",0.317,2009,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Brandon Jennings",82,32.6,15.5,5.5,14.8,37.1,1.8,4.7,37.4,2.7,3.3,81.7,0.6,2.8,3.4,5.7,1.3,0.2,2.4,1,2009,"Milwaukee Bucks",0.561,2009,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Denzel Valentine",22,10.6,2.5,0.8,3,27.7,0.5,1.9,26.2,0.3,0.4,87.5,0,1.6,1.6,0.5,0.3,0.1,0.4,0,2016,"Chicago Bulls",0.5,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Jonny Flynn",81,28.9,13.5,4.9,11.8,41.7,1,2.7,35.8,2.8,3.3,82.6,0.3,2.1,2.4,4.4,1,0,2.9,0,2009,"Minnesota Timberwolves",0.183,2009,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Darren Collison",76,27.8,12.4,4.9,10.4,47.7,0.6,1.5,40,1.9,2.3,85.1,0.5,2,2.5,5.7,1,0.1,2.7,1,2009,"Charlotte Hornets",0.451,2009,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Taj Gibson",82,26.9,9,3.8,7.7,49.4,0,0,0,1.4,2.1,64.6,2.8,4.7,7.5,0.9,0.6,1.3,1.4,1,2009,"Chicago Bulls",0.5,2009,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Marcus Thornton",73,25.6,14.5,5.5,12.1,45.1,1.6,4.3,37.4,2,2.4,81.4,1,1.9,2.9,1.6,0.8,0.1,1,1,2009,"Charlotte Hornets",0.451,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Wesley Matthews",82,24.7,9.4,3.3,6.9,48.3,0.8,2,38.2,2,2.4,82.9,0.6,1.7,2.3,1.5,0.8,0.2,1.1,1,2009,"Utah Jazz",0.646,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Jrue Holiday",73,24.2,8,3.2,7.1,44.2,0.8,2.2,39,0.9,1.2,75.6,0.8,1.8,2.6,3.8,1.1,0.3,2.1,1,2009,"Philadelphia 76ers",0.329,2009,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"James Harden",76,22.9,9.9,3.1,7.6,40.3,1.2,3.3,37.5,2.6,3.2,80.8,0.6,2.6,3.2,1.8,1.1,0.3,1.4,1,2009,"Oklahoma City Thunder",0.61,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Terrence Williams",78,22.6,8.4,3.3,8.3,40.1,0.4,1.3,31,1.3,1.8,71.5,0.6,3.9,4.5,2.9,0.6,0.1,1.6,0,2009,"Brooklyn Nets",0.146,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Taurean Waller-Prince",20,10,3.4,1.2,3.1,39.3,0.4,1.2,29.2,0.6,0.7,85.7,0.2,1.8,2,0.7,0.3,0.3,0.7,0,2016,"Utah Jazz",0.622,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DeMar DeRozan",77,21.6,8.6,3.3,6.6,49.8,0.1,0.2,25,1.9,2.5,76.3,0.9,2,2.9,0.7,0.6,0.2,0.8,1,2009,"Toronto Raptors",0.488,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ty Lawson",65,20.3,8.3,3.1,6,51.5,0.5,1.3,41,1.6,2.2,75.7,0.6,1.3,1.9,3.1,0.7,0,1.3,1,2009,"Minnesota Timberwolves",0.183,2009,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Chase Budinger",74,20.1,8.9,3.4,7.6,44.1,1.2,3.4,36.9,0.9,1.2,77,0.5,2.5,3,1.2,0.5,0.1,0.7,1,2009,"Detroit Pistons",0.329,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Toney Douglas",56,19.4,8.6,3.2,7,45.8,1.2,3.1,38.9,1,1.2,80.9,0.7,1.2,1.9,2,0.8,0.1,1,1,2009,"Los Angeles Lakers",0.695,2009,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DeJuan Blair",82,18.2,7.8,3.4,6,55.6,0,0,0,1.1,2,54.7,2.4,4,6.4,0.8,0.6,0.5,1.4,1,2009,"San Antonio Spurs",0.61,2009,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Wayne Ellington",76,18.2,6.6,2.5,5.9,42.4,0.8,2.1,39.5,0.8,0.9,87.1,0.4,1.7,2.1,1,0.3,0.1,1,1,2009,"Minnesota Timberwolves",0.183,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Sam Young",80,16.5,7.4,2.8,6.2,45.1,0.1,0.7,19.6,1.7,2.2,77.7,1,1.6,2.5,0.7,0.4,0.3,1.2,0,2009,"Utah Jazz",0.646,2009,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Eric Maynor",81,15.7,4.7,1.9,4.5,41.8,0.3,0.9,31,0.6,0.9,72.2,0.3,1.3,1.6,3.3,0.5,0.1,1.1,1,2009,"Utah Jazz",0.646,2009,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"A.J. Price",56,15.4,7.3,2.6,6.3,41,1.1,3.1,34.5,1.1,1.3,80,0.2,1.4,1.6,1.9,0.6,0.1,1.1,1,2009,"Indiana Pacers",0.39,2009,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Karl-Anthony Towns",82,32,18.3,7.6,14.1,54.2,0.4,1.1,34.1,2.7,3.4,81.1,2.8,7.7,10.5,2,0.7,1.7,2.2,0,2015,"Minnesota Timberwolves",0.354,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Jordan Hill",47,13.3,5.2,2.1,4.3,49.3,0,0,0,1,1.4,67.6,1.6,2.1,3.7,0.4,0.3,0.5,0.6,1,2009,"New York Knicks",0.354,2009,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Austin Daye",69,13.3,5.1,2,4.3,46.4,0.4,1.4,30.5,0.7,0.8,82.1,0.5,2,2.5,0.5,0.4,0.4,0.7,1,2009,"Detroit Pistons",0.329,2009,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Chris Hunter",60,13.1,4.5,1.8,3.6,50.2,0,0.1,0,0.9,1.2,75.4,0.9,1.9,2.8,0.6,0.2,0.6,0.5,0,2006,"Golden State Warriors",0.317,2009,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Jon Brockman",52,12.6,2.8,1.1,2,53.4,0,0,0,0.7,1.2,59.7,2,2.1,4.1,0.4,0.3,0.1,0.4,0,2009,"Portland Trail Blazers",0.61,2009,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Garrett Temple",27,12.4,5,1.6,3.7,43.6,0.5,1.4,35.1,1.3,1.9,70,0.2,0.9,1.1,0.8,0.5,0.2,1,1,2009,"Houston Rockets",0.524,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Jodie Meeks",60,12,4.7,1.7,4.5,38.8,0.7,2.2,31.8,0.5,0.7,79.5,0.1,1.5,1.6,0.7,0.3,0.1,0.4,1,2009,"Milwaukee Bucks",0.561,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Dante Cunningham",63,11.2,3.9,1.7,3.4,49.5,0,0,0,0.5,0.8,64.6,0.9,1.7,2.5,0.2,0.4,0.3,0.2,1,2009,"Portland Trail Blazers",0.61,2009,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"DeMarre Carroll",71,11.2,2.9,1.2,3.1,39.6,0,0.1,0,0.5,0.7,62.3,0.7,1.4,2.1,0.5,0.4,0.1,0.3,1,2009,"Memphis Grizzlies",0.488,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Jeff Ayres",39,10.4,2.7,1.1,1.7,66.2,0,0,0,0.5,0.5,90,0.6,1.9,2.5,0,0.2,0.4,0.3,1,2009,"Sacramento Kings",0.305,2009,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Jeff Teague",71,10.1,3.2,1.3,3.2,39.6,0.1,0.5,21.9,0.6,0.7,83.7,0.1,0.9,0.9,1.7,0.5,0.1,0.7,1,2009,"Atlanta Hawks",0.646,2009,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Derrick Brown",57,9.4,3.3,1.2,2.6,46.3,0,0.1,28.6,0.8,1.3,66.7,0.5,0.8,1.4,0.3,0.4,0.2,0.3,0,2009,"Charlotte Hornets",0.537,2009,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"DaJuan Summers",44,9.2,3,1,3,35.4,0.3,1,35.7,0.6,0.9,71.1,0.3,0.7,1,0.4,0.2,0.2,0.4,0,2009,"Detroit Pistons",0.329,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Gerald Henderson",43,8.3,2.6,0.9,2.4,35.6,0.1,0.4,21.1,0.8,1.1,74.5,0.3,0.9,1.3,0.3,0.2,0.2,0.3,1,1978,"San Antonio Spurs",0.585,1978,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Earl Clark",51,7.5,2.7,1.1,3,37.1,0,0.1,40,0.5,0.7,72.2,0.4,0.9,1.2,0.4,0.1,0.3,0.5,1,2009,"Phoenix Suns",0.659,2009,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Cedric Jackson",12,6.3,1.7,0.5,1.7,30,0.1,0.5,16.7,0.6,1,58.3,0.2,0.5,0.7,1.2,0.3,0.2,0.9,0,2009,"Cleveland Cavaliers",0.232,2010,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Marcus Landry",18,6.2,2.4,0.9,2.4,37.2,0.5,1.6,32.1,0.2,0.3,60,0.3,0.8,1.1,0,0.1,0.1,0.3,0,2009,"New York Knicks",0.354,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Jahlil Okafor",53,30,17.5,7.5,14.7,50.8,0,0.1,16.7,2.5,3.7,68.6,2.3,4.7,7,1.2,0.4,1.1,2.3,0,2015,"Philadelphia 76ers",0.122,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Lester Hudson",25,5.2,2.3,0.8,2.1,39.6,0.2,0.6,31.3,0.4,0.5,84.6,0.3,0.4,0.7,0.5,0.3,0.1,0.6,0,2009,"Boston Celtics",0.61,2009,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"O.J. Mayo",82,38,18.5,6.9,15.6,43.8,1.8,4.6,38.4,3,3.4,87.9,0.7,3.1,3.8,3.2,1.1,0.2,2.8,1,2008,"Minnesota Timberwolves",0.293,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Derrick Rose",81,37,16.8,7.1,14.9,47.5,0.2,0.9,22.2,2.4,3.1,78.8,1.2,2.7,3.9,6.3,0.8,0.2,2.5,1,2008,"Chicago Bulls",0.5,2008,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Eric Gordon",78,34.3,16.1,5.3,11.6,45.6,1.7,4.3,38.9,3.8,4.5,85.4,0.6,2,2.6,2.8,1,0.5,2.1,1,2008,"Los Angeles Clippers",0.232,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Russell Westbrook",82,32.5,15.3,5.3,13.4,39.8,0.4,1.6,27.1,4.3,5.2,81.5,2.2,2.7,4.9,5.3,1.3,0.2,3.3,1,2008,"Oklahoma City Thunder",0.493,2008,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Mario Chalmers",82,32,10,3.4,8.1,42,1.4,3.8,36.7,1.8,2.4,76.7,0.5,2.3,2.8,4.9,1.9,0.1,2,1,2008,"Minnesota Timberwolves",0.293,2008,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Brook Lopez",82,30.5,13,5.5,10.3,53.1,0,0,0,2.1,2.6,79.3,2.7,5.4,8.1,1,0.5,1.8,1.8,1,2008,"Brooklyn Nets",0.415,2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Jason Thompson",82,28.1,11.1,4.3,8.7,49.7,0,0.1,0,2.4,3.5,69.2,2.9,4.5,7.4,1.1,0.6,0.7,1.8,1,2008,"Sacramento Kings",0.207,2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"D.J. Augustin",72,26.5,11.8,3.7,8.6,43,1.5,3.4,43.9,2.9,3.2,89.3,0.2,1.6,1.8,3.5,0.6,0,1.6,1,2008,"Charlotte Hornets",0.427,2008,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Justise Winslow",78,28.6,6.4,2.5,5.9,42.2,0.4,1.5,27.6,1,1.5,68.4,1,4.1,5.2,1.5,0.9,0.3,1.2,0,2015,"Miami Heat",0.585,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Kevin Love",81,25.3,11.1,3.9,8.5,45.9,0,0.2,10.5,3.3,4.1,78.9,3.4,5.7,9.1,1,0.4,0.6,1.5,1,2008,"Memphis Grizzlies",0.293,2008,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Courtney Lee",77,25.2,8.4,3.2,7,45,1.1,2.6,40.4,1,1.2,83,0.2,2.1,2.3,1.2,1,0.2,0.9,1,2008,"Orlando Magic",0.72,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Michael Beasley",81,24.8,13.9,5.6,11.8,47.2,0.4,1,40.7,2.3,3,77.2,1.4,4.1,5.4,1,0.5,0.5,1.5,1,2008,"Miami Heat",0.524,2008,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Brandon Rush",75,24,8.1,3.2,7.7,42.3,1,2.8,37.3,0.6,0.9,69.7,0.5,2.7,3.1,0.9,0.5,0.5,1,1,2008,"Portland Trail Blazers",0.659,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Anthony Morrow",67,22.6,10.1,3.8,8,47.8,1.3,2.7,46.7,1.2,1.4,87,1.2,1.8,3,1.2,0.5,0.2,0.8,1,2008,"Golden State Warriors",0.354,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Greg Oden",61,21.5,8.9,3.2,5.8,56.4,0,0,0,2.4,3.7,63.7,2.8,4.2,7,0.5,0.4,1.1,1.4,0,2007,"Portland Trail Blazers",0.5,2007,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Kyle Weaver",56,20.8,5.3,2,4.4,45.9,0.6,1.7,34.4,0.7,1,70.7,0.6,1.8,2.3,1.8,0.8,0.5,1.2,0,2008,"Charlotte Hornets",0.427,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ryan Anderson",66,19.9,7.4,2.4,6.2,39.3,1,2.9,36.5,1.5,1.8,84.5,1.6,3.1,4.7,0.8,0.7,0.3,0.9,1,2008,"Brooklyn Nets",0.415,2008,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Darrell Arthur",76,19.3,5.6,2.5,5.7,43.8,0,0,0,0.5,0.8,66.7,1.4,3.1,4.6,0.6,0.7,0.7,0.6,1,2008,"Charlotte Hornets",0.598,2008,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"George Hill",77,16.5,5.7,1.9,4.8,40.3,0.3,0.9,32.9,1.5,1.9,78.1,0.4,1.7,2.1,1.8,0.6,0.3,1,1,2008,"San Antonio Spurs",0.659,2008,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Marreese Speights",79,16,7.7,3.2,6.4,50.2,0,0.1,25,1.3,1.7,77.3,1.6,2.2,3.7,0.4,0.3,0.7,0.6,1,2008,"Philadelphia 76ers",0.5,2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"JaVale McGee",75,15.2,6.5,2.5,5.2,49.4,0,0,0,1.4,2.2,66,1.6,2.3,3.9,0.3,0.4,1,0.8,1,2008,"Washington Wizards",0.232,2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Mike Taylor",51,15.1,5.7,2.2,5.2,41.2,0.3,0.8,32.5,1.1,1.6,69.1,0.4,1.3,1.7,2.1,0.7,0,1.4,0,2008,"Los Angeles Clippers",0.232,2008,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"DeAndre Jordan",53,14.5,4.3,1.8,2.8,63.3,0,0,0,0.8,2.1,38.5,1.4,3.1,4.5,0.2,0.2,1.1,0.8,1,2008,"Los Angeles Clippers",0.232,2008,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Roy Hibbert",70,14.4,7.1,2.8,6,47.1,0,0,0,1.4,2.1,66.7,1.6,1.8,3.5,0.7,0.3,1.1,0.8,1,2008,"Toronto Raptors",0.402,2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Bobby Brown",68,13.7,5.3,2.1,5.3,39.2,0.7,1.9,34.6,0.5,0.6,79.1,0.2,0.6,0.8,1.7,0.3,0,0.9,0,2007,"Sacramento Kings",0.207,2008,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"D'Angelo Russell",80,28.2,13.2,4.9,12,41,1.6,4.6,35.1,1.8,2.4,73.7,0.6,2.8,3.4,3.3,1.2,0.2,2.5,0,2015,"Los Angeles Lakers",0.207,2015,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Chris Douglas-Roberts",44,13.3,4.9,1.8,4,46,0.1,0.3,25,1.2,1.4,82.3,0.3,0.8,1.1,1.2,0.3,0.2,0.7,1,2008,"Brooklyn Nets",0.415,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Jerryd Bayless",53,12.4,4.3,1.3,3.6,36.5,0.1,0.5,25.9,1.6,1.9,80.6,0.2,0.9,1.1,1.5,0.3,0,1.1,1,2008,"Indiana Pacers",0.439,2008,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Cory Alexander",60,9.3,2.8,1.1,2.6,40.6,0.4,1.1,39.4,0.3,0.4,64,0.2,0.6,0.7,2,0.5,0,1.1,1,1995,"San Antonio Spurs",0.72,1995,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Kosta Koufos",48,11.8,4.7,2,3.9,50.8,0,0,0,0.8,1.1,70.6,1,1.8,2.9,0.4,0.3,0.7,0.5,1,2008,"Utah Jazz",0.585,2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Rob Kurz",40,11.1,3.9,1.3,3.3,38.9,0.4,1,39.5,1,1.3,80,0.8,1.2,2,0.5,0.3,0.5,0.4,0,2008,"Golden State Warriors",0.354,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Anthony Tolliver",19,10.9,2.7,1,3.4,29.2,0.5,2.2,22,0.3,0.5,50,0.6,1.5,2.2,0.9,0.3,0.1,0.4,1,2007,"San Antonio Spurs",0.659,2008,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Devin Booker",76,27.7,13.8,4.8,11.4,42.3,1.3,3.8,34.3,2.8,3.4,84,0.4,2.1,2.5,2.6,0.6,0.3,2.1,0,2015,"Phoenix Suns",0.28,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Robin Lopez",60,10.2,3.1,1.2,2.3,51.8,0,0,0,0.8,1.1,69.1,0.9,1.1,2,0.1,0.2,0.7,0.5,1,2008,"Phoenix Suns",0.561,2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Darnell Jackson",51,8.4,1.9,0.7,1.7,43,0,0,0,0.5,0.7,68.6,0.6,1.1,1.7,0.2,0.2,0.1,0.3,0,2008,"Miami Heat",0.524,2008,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Sean Singletary",37,8.2,2.4,0.8,2.3,36.5,0.3,0.7,40,0.5,0.6,85.7,0.3,0.7,0.9,0.8,0.3,0,0.6,0,2008,"Sacramento Kings",0.207,2008,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Kevin Durant",80,34.6,20.3,7.3,17.1,43,0.7,2.6,28.8,4.9,5.6,87.3,0.9,3.5,4.3,2.4,1,0.9,2.9,1,2007,"Oklahoma City Thunder",0.244,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Jeff Green",80,28.2,10.5,4,9.4,42.7,0.3,1,27.6,2.2,3,74.4,1.3,3.5,4.7,1.5,0.6,0.6,2,1,2007,"Oklahoma City Thunder",0.244,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Jamario Moon",78,27.8,8.5,3.6,7.4,48.5,0.5,1.6,32.8,0.8,1.1,74.1,1.2,5,6.2,1.2,1,1.4,0.7,1,2001,"Toronto Raptors",0.5,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Al Thornton",79,27.3,12.7,4.7,11,42.9,0.5,1.6,33.1,2.7,3.6,74.3,1.2,3.3,4.5,1.2,0.6,0.5,1.6,0,2007,"Los Angeles Clippers",0.28,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mike Conley",53,26.1,9.4,3.6,8.3,42.8,0.6,1.7,33,1.7,2.3,73.2,0.4,2.2,2.6,4.2,0.8,0,1.7,1,2007,"Memphis Grizzlies",0.268,2007,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Stanley Johnson",73,23.1,8.1,3.1,8.2,37.5,0.9,2.8,30.7,1.1,1.4,78.4,0.8,3.4,4.2,1.6,0.8,0.2,1.6,1,2015,"Detroit Pistons",0.537,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Daequan Cook",59,24.4,8.8,3.3,8.7,38.1,1.3,4,33.2,0.8,1,82.5,0.3,2.7,3,1.3,0.4,0.1,1.1,1,2007,"Philadelphia 76ers",0.488,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Corey Brewer",79,22.8,5.8,2.3,6.2,37.4,0.1,0.5,19.4,1.1,1.4,80,1,2.7,3.7,1.4,1,0.3,1.1,1,2007,"Minnesota Timberwolves",0.268,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Thaddeus Young",74,21,8.2,3.6,6.6,53.9,0.1,0.3,31.6,1,1.4,73.8,1.6,2.6,4.2,0.8,1,0.1,0.9,1,2007,"Philadelphia 76ers",0.488,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Joakim Noah",74,20.7,6.6,2.4,5,48.2,0,0,0,1.8,2.6,69.1,2.4,3.3,5.6,1.1,0.9,0.9,1.2,1,2007,"Chicago Bulls",0.402,2007,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Wilson Chandler",35,19.6,7.3,3,6.9,43.8,0.3,0.9,30,1,1.5,63,1.1,2.5,3.6,0.9,0.4,0.5,0.8,1,2007,"New York Knicks",0.28,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Rodney Stuckey",57,19,7.6,2.7,6.7,40.1,0.1,0.3,18.8,2.2,2.7,81.4,0.6,1.7,2.3,2.8,0.9,0.1,1.4,1,2007,"Detroit Pistons",0.72,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Jared Dudley",73,19,5.8,2.2,4.8,46.8,0.1,0.6,22,1.2,1.6,73.7,1.7,2.3,3.9,1.1,0.8,0.1,0.7,1,2007,"Charlotte Hornets",0.39,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Sean Williams",73,17.5,5.6,2.2,4.2,53.8,0,0,0,1.1,1.8,60.9,1.6,2.8,4.4,0.4,0.4,1.4,1,0,2007,"Brooklyn Nets",0.415,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Myles Turner",60,22.8,10.3,4.4,8.8,49.8,0.1,0.2,21.4,1.5,2,72.7,1.1,4.4,5.5,0.7,0.4,1.4,1.1,0,2015,"Indiana Pacers",0.549,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Carl Landry",42,16.9,8.1,3.2,5.2,61.6,0,0,0,1.7,2.6,66.1,2.3,2.6,4.9,0.5,0.4,0.2,0.6,1,2007,"Oklahoma City Thunder",0.244,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Acie Law",56,15.4,4.2,1.7,4.2,40.1,0.1,0.6,20.6,0.7,0.9,79.2,0.2,0.8,1,2,0.5,0,1,0,2007,"Atlanta Hawks",0.451,2007,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Nick Young",75,15.4,7.5,2.8,6.4,43.9,0.5,1.3,40,1.3,1.7,81.5,0.3,1.2,1.5,0.8,0.5,0.1,1.3,1,2007,"Atlanta Hawks",0.451,2007,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Jason Smith",76,14.6,4.5,1.9,4.1,45.5,0.1,0.2,28.6,0.7,1.1,65.9,1,2,3,0.3,0.3,0.7,0.6,1,2007,"Philadelphia 76ers",0.488,2007,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Glen Davis",69,13.6,4.5,1.6,3.2,48.4,0,0,0,1.4,2.2,66,1.4,1.6,3,0.4,0.5,0.3,0.9,1,2007,"Boston Celtics",0.805,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Javaris Crittenton",50,13.6,5.6,2,4.7,42.1,0.2,0.7,27,1.4,2.1,69.2,0.5,1.7,2.2,1,0.4,0,1.1,0,2007,"Los Angeles Lakers",0.695,2007,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Spencer Hawes",71,13.1,4.7,2.1,4.5,45.9,0.1,0.3,19,0.5,0.8,65.5,1,2.3,3.2,0.6,0.2,0.6,0.8,1,2007,"Sacramento Kings",0.463,2007,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Arron Afflalo",75,12.9,3.7,1.3,3.2,41.1,0.1,0.6,20.8,0.9,1.2,78.2,0.5,1.3,1.8,0.7,0.4,0.1,0.5,1,2007,"Detroit Pistons",0.72,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Aaron Brooks",51,11.9,5.2,1.8,4.4,41.3,0.7,2.1,33,0.8,1,85.7,0.3,0.8,1.1,1.7,0.3,0.1,0.9,1,2007,"Houston Rockets",0.671,2007,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"C.J. Watson",32,11.5,3.7,1.3,3.2,42.6,0.3,0.8,34.6,0.7,0.9,79.3,0.4,0.6,1,1.1,0.5,0,0.6,1,2006,"Golden State Warriors",0.354,2008,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Julian Wright",57,11.2,3.9,1.6,3,53.3,0.2,0.4,41.7,0.6,0.9,63.5,0.6,1.5,2.1,0.7,0.5,0.2,0.6,0,2007,"Charlotte Hornets",0.683,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Chris Richard",52,10.7,1.9,0.8,1.7,47.1,0,0,0,0.3,0.5,59.3,1,1.6,2.6,0.3,0.2,0.2,0.5,0,2007,"Minnesota Timberwolves",0.268,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Nick Fazekas",26,10.3,4.1,1.8,3.2,56.1,0,0.1,0,0.6,0.8,68.2,1.3,2.1,3.4,0.4,0.3,0.4,0.5,0,2007,"Dallas Mavericks",0.622,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
